-1.520800 0.050000 -0.299066 0.050000 -2.742530 0.150000
-1.472371 0.083781 -0.279882 0.084248 -2.620808 0.150000
-1.425829 0.120038 -0.212406 0.144971 -2.481337 0.150000
-1.441719 0.113983 -0.141781 0.177096 -2.487357 0.150000
-1.475489 0.097229 -0.047392 0.213899 -2.525072 0.150000
-1.511944 0.079323 0.039409 0.245445 -2.570721 0.150000
-1.535890 0.069813 0.087266 0.261799 -2.600541 0.150000
-1.526840 0.102996 0.119156 0.282485 -2.593215 0.150000
-1.492034 0.107667 0.162605 0.342509 -2.575078 0.150000
-1.441548 0.110839 0.240915 0.456856 -2.549012 0.150000
-1.395357 0.112887 0.323500 0.570514 -2.525566 0.150000
-1.373438 0.114186 0.379774 0.628475 -2.515288 0.150000
-1.368842 0.128436 0.382540 0.649617 -2.514242 0.150000
-1.361386 0.164632 0.340147 0.691045 -2.472244 0.150000
-1.344661 0.234612 0.278806 0.775306 -2.374979 0.150000
-1.322759 0.312377 0.211376 0.874228 -2.263254 0.150000
-1.299776 0.371924 0.150715 0.959640 -2.177873 0.150000
-1.265609 0.417185 0.079078 1.058488 -2.110714 0.150000
-1.227093 0.445469 0.011856 1.150011 -2.066208 0.150000
-1.191570 0.462615 -0.041380 1.203747 -2.045394 0.150000
-1.147527 0.455142 -0.076329 1.158182 -2.039090 0.150000
-1.110297 0.453075 -0.107602 1.107773 -2.027466 0.150000
-1.098457 0.486096 -0.164134 1.165498 -1.960777 0.150000
-1.089680 0.535060 -0.231385 1.256703 -1.847638 0.150000
-1.056584 0.587016 -0.270285 1.313121 -1.771288 0.150000
-0.999311 0.629225 -0.262039 1.301650 -1.753944 0.150000
-0.921926 0.676126 -0.231813 1.261351 -1.745083 0.150000
-0.843726 0.718691 -0.197705 1.220003 -1.741496 0.150000
-0.784005 0.747891 -0.177810 1.205384 -1.739970 0.150000
-0.731734 0.766278 -0.196215 1.305935 -1.733257 0.150000
-0.704194 0.743085 -0.216243 1.377153 -1.692672 0.150000
-0.686654 0.716659 -0.205503 1.330657 -1.565053 0.150000
-0.667130 0.678123 -0.185770 1.244445 -1.300870 0.150000
-0.648903 0.635625 -0.163458 1.147241 -0.993084 0.150000
-0.635255 0.597310 -0.144981 1.067770 -0.734654 0.150000
-0.629468 0.571323 -0.136752 1.034754 -0.618541 0.150000
-0.633209 0.572019 -0.134985 1.034381 -0.592860 0.150000
-0.682966 0.656357 -0.125907 1.060255 -0.466219 0.150000
-0.773249 0.769154 -0.109562 1.111373 -0.238719 0.150000
-0.826136 0.828845 -0.100109 1.148327 -0.106476 0.150000
-0.834354 0.834804 -0.098797 1.134810 -0.087056 0.150000
-0.832175 0.844626 -0.093294 1.145312 -0.037515 0.150000
-0.816935 0.800740 -0.101822 1.191409 0.003871 0.150000
-0.847004 0.821579 -0.096845 1.212702 0.095217 0.150000
-0.881969 0.843515 -0.086780 1.219908 0.194202 0.150000
-0.897035 0.834535 -0.070242 1.187135 0.251505 0.150000
-0.905899 0.808416 -0.054596 1.153311 0.296706 0.150000
-0.914701 0.759056 -0.048903 1.146783 0.348322 0.150000
-0.921307 0.714085 -0.046689 1.145526 0.390232 0.150000
-0.927677 0.714101 -0.042340 1.146363 0.415096 0.150000
-0.930110 0.714324 -0.038557 1.145813 0.440808 0.150000
-0.917737 0.672126 -0.059163 1.181176 0.572939 0.150000
-0.899513 0.609602 -0.089677 1.233392 0.839504 0.150000
-0.880371 0.552440 -0.120446 1.282571 1.103496 0.150000
-0.865244 0.526333 -0.141816 1.308825 1.227906 0.150000
-0.841773 0.523943 -0.155144 1.269542 1.236891 0.150000
-0.838308 0.523641 -0.146179 1.211109 1.241045 0.150000
-0.884358 0.529834 -0.106711 1.196016 1.409320 0.150000
-0.933494 0.533080 -0.071102 1.220929 1.596318 0.150000
-0.929120 0.529808 -0.088320 1.274404 1.583528 0.150000
-0.913921 0.519923 -0.117795 1.351492 1.512094 0.150000
-0.931248 0.491817 -0.106330 1.443258 1.423802 0.150000
-0.987659 0.429449 -0.047666 1.534842 1.351442 0.150000
-1.069854 0.331331 0.040626 1.644922 1.265916 0.150000
-1.155367 0.238498 0.138746 1.742778 1.178272 0.150000
-1.221730 0.191986 0.226893 1.797689 1.099557 0.150000
-1.281085 0.183228 0.329738 1.772468 0.998278 0.150000
-1.319709 0.180181 0.426586 1.689105 0.906328 0.150000
-1.325638 0.178998 0.506145 1.628839 0.859270 0.150000
-1.280059 0.165737 0.552309 1.628830 0.851897 0.150000
-1.201785 0.148111 0.581184 1.651918 0.847656 0.150000
-1.135293 0.154748 0.629804 1.667856 0.835098 0.150000
-1.104395 0.193997 0.692372 1.668465 0.768280 0.150000
-1.080205 0.254355 0.768638 1.665980 0.638857 0.150000
-1.062481 0.313438 0.850827 1.659059 0.507183 0.150000
-1.050984 0.348862 0.931166 1.646366 0.433609 0.150000
