-1.044951 0.348467 1.013750 1.626140 0.456328 0.150000
-1.044742 0.326254 1.100668 1.596565 0.535786 0.150000
-1.051804 0.299082 1.181138 1.556216 0.615715 0.150000
-1.067582 0.283812 1.244377 1.503669 0.639847 0.150000
-1.099679 0.287093 1.287480 1.422097 0.569096 0.150000
-1.144919 0.299216 1.316209 1.317740 0.441500 0.150000
-1.188576 0.312499 1.332775 1.223781 0.316472 0.150000
-1.215925 0.319258 1.339391 1.173399 0.253427 0.150000
-1.181880 0.311958 1.345376 1.149979 0.229819 0.150000
-1.254394 0.287945 1.369389 1.149981 0.184878 0.150000
-1.365484 0.240411 1.418571 1.150196 0.089065 0.150000
-1.468910 0.189931 1.470057 1.150788 -0.037459 0.150000
-1.518436 0.157080 1.500983 1.151917 -0.174533 0.150000
-1.478931 0.149121 1.511282 1.185391 -0.355352 0.150000
-1.382655 0.154490 1.516878 1.260091 -0.577812 0.150000
-1.284456 0.165517 1.518890 1.341790 -0.768802 0.150000
-1.239184 0.174533 1.518436 1.396263 -0.855211 0.150000
-1.236275 0.200713 1.483530 1.387537 -0.869756 0.150000
-1.222807 0.198940 1.483619 1.414870 -0.875335 0.150000
-1.185808 0.195166 1.484955 1.450989 -0.888484 0.150000
-1.128570 0.189841 1.487270 1.494398 -0.908014 0.150000
-1.054384 0.183412 1.490297 1.543599 -0.932738 0.150000
-0.966544 0.176328 1.493770 1.597092 -0.961468 0.150000
-0.868342 0.169037 1.497421 1.653381 -0.993015 0.150000
-0.763068 0.161988 1.500983 1.710968 -1.026192 0.150000
-0.654017 0.155629 1.504189 1.768354 -1.059811 0.150000
-0.544479 0.150409 1.506771 1.824042 -1.092684 0.150000
-0.437747 0.146776 1.508463 1.876534 -1.123622 0.150000
-0.337113 0.145177 1.508997 1.924332 -1.151439 0.150000
-0.245869 0.146063 1.508107 1.965938 -1.174946 0.150000
-0.167307 0.149881 1.505525 1.999854 -1.192954 0.150000
-0.104720 0.157080 1.500983 2.024582 -1.204277 0.150000
0.020060 0.201341 1.481156 2.054881 -1.207463 0.150000
0.104510 0.271364 1.453371 2.046015 -1.183467 0.150000
0.163223 0.348926 1.418045 2.013272 -1.145660 0.150000
0.210789 0.415807 1.375599 1.971943 -1.107415 0.150000
0.261799 0.453786 1.326450 1.937315 -1.082104 0.150000
0.334203 0.442059 1.234684 1.892864 -1.068778 0.150000
0.400335 0.390517 1.118102 1.836959 -1.048551 0.150000
0.449559 0.340066 1.018427 1.787599 -0.997104 0.150000
0.471239 0.331613 0.977384 1.762783 -0.890118 0.150000
0.469703 0.345539 0.987770 1.764754 -0.782517 0.150000
0.462211 0.365846 1.014543 1.774524 -0.588730 0.150000
0.449668 0.391746 1.053747 1.790021 -0.330844 0.150000
0.432984 0.422446 1.101426 1.809176 -0.030948 0.150000
0.413065 0.457158 1.153624 1.829917 0.288870 0.150000
0.390818 0.495090 1.206383 1.850175 0.606523 0.150000
0.367151 0.535453 1.255747 1.867878 0.899922 0.150000
0.342972 0.577457 1.297759 1.880956 1.146979 0.150000
0.319188 0.620311 1.328464 1.887339 1.325607 0.150000
0.296706 0.663225 1.343904 1.884956 1.413717 0.150000
0.255814 0.750434 1.336427 1.859422 1.463537 0.150000
0.208003 0.859048 1.300298 1.813788 1.496912 0.150000
0.157927 0.972950 1.247412 1.757224 1.517153 0.150000
0.110243 1.076025 1.189664 1.698900 1.527572 0.150000
0.069606 1.152157 1.138949 1.647987 1.531478 0.150000
0.040671 1.185231 1.107162 1.613653 1.532185 0.150000
0.038314 1.199792 1.123607 1.609114 1.545394 0.150000
0.095611 1.226251 1.176966 1.666285 1.638655 0.150000
0.183234 1.286448 1.257223 1.753873 1.861630 0.150000
0.283014 1.363191 1.348056 1.853679 2.148913 0.150000
0.376782 1.439291 1.433144 1.947502 2.435095 0.150000
0.446366 1.497558 1.496166 2.017142 2.654770 0.150000
0.473599 1.520800 1.520800 2.044400 2.742530 0.150000
